场站名称,时间, 辐照强度(Wh/㎡), 全场功率(kW), 环境温度(℃)
常州普利司通,2018-01-01 00:00:00,0.0,0.0,3.200000047683716
常州普利司通,2018-01-01 00:05:00,0.0,0.0,3.1000001430511475
常州普利司通,2018-01-01 00:10:00,0.0,0.0,3.1000001430511475
常州普利司通,2018-01-01 00:15:00,0.0,0.0,3.1000001430511475
常州普利司通,2018-01-01 00:20:00,0.0,0.0,3.1000001430511475
常州普利司通,2018-01-01 00:25:00,0.0,0.0,3.1000001430511475
常州普利司通,2018-01-01 00:30:00,0.0,0.0,3.1000001430511475
常州普利司通,2018-01-01 00:35:00,0.0,0.0,3.1000001430511475
常州普利司通,2018-01-01 00:40:00,0.0,0.0,3.0
常州普利司通,2018-01-01 00:45:00,0.0,0.0,3.0
常州普利司通,2018-01-01 00:50:00,0.0,0.0,3.1000001430511475
常州普利司通,2018-01-01 00:55:00,0.0,0.0,3.1000001430511475
常州普利司通,2018-01-01 01:00:00,0.0,0.0,3.1000001430511475
常州普利司通,2018-01-01 01:05:00,0.0,0.0,3.1000001430511475
常州普利司通,2018-01-01 01:10:00,0.0,0.0,3.1000001430511475
常州普利司通,2018-01-01 01:15:00,0.0,0.0,3.1000001430511475
常州普利司通,2018-01-01 01:20:00,0.0,0.0,3.1000001430511475
常州普利司通,2018-01-01 01:25:00,0.0,0.0,3.0
常州普利司通,2018-01-01 01:30:00,0.0,0.0,2.9000000953674316
常州普利司通,2018-01-01 01:35:00,0.0,0.0,2.799999952316284
常州普利司通,2018-01-01 01:40:00,0.0,0.0,2.799999952316284
常州普利司通,2018-01-01 01:45:00,0.0,0.0,3.0
常州普利司通,2018-01-01 01:50:00,0.0,0.0,2.9000000953674316
常州普利司通,2018-01-01 01:55:00,0.0,0.0,2.799999952316284
常州普利司通,2018-01-01 02:00:00,0.0,0.0,2.6000001430511475
常州普利司通,2018-01-01 02:05:00,0.0,0.0,2.6000001430511475
常州普利司通,2018-01-01 02:10:00,0.0,0.0,2.6000001430511475
常州普利司通,2018-01-01 02:15:00,0.0,0.0,2.6000001430511475
常州普利司通,2018-01-01 02:20:00,0.0,0.0,2.6000001430511475
常州普利司通,2018-01-01 02:25:00,0.0,0.0,2.700000047683716
常州普利司通,2018-01-01 02:30:00,0.0,0.0,2.700000047683716
常州普利司通,2018-01-01 02:35:00,0.0,0.0,2.700000047683716
常州普利司通,2018-01-01 02:40:00,0.0,0.0,2.700000047683716
常州普利司通,2018-01-01 02:45:00,0.0,0.0,2.6000001430511475
常州普利司通,2018-01-01 02:50:00,0.0,0.0,2.5
常州普利司通,2018-01-01 02:55:00,0.0,0.0,2.5
常州普利司通,2018-01-01 03:00:00,0.0,0.0,2.5
常州普利司通,2018-01-01 03:05:00,0.0,0.0,2.5
常州普利司通,2018-01-01 03:10:00,0.0,0.0,2.5
常州普利司通,2018-01-01 03:15:00,0.0,0.0,2.299999952316284
常州普利司通,2018-01-01 03:20:00,0.0,0.0,2.299999952316284
常州普利司通,2018-01-01 03:25:00,0.0,0.0,2.299999952316284
常州普利司通,2018-01-01 03:30:00,0.0,0.0,2.5
常州普利司通,2018-01-01 03:35:00,0.0,0.0,2.5
常州普利司通,2018-01-01 03:40:00,0.0,0.0,2.5
常州普利司通,2018-01-01 03:45:00,0.0,0.0,2.5
常州普利司通,2018-01-01 03:50:00,0.0,0.0,2.5
常州普利司通,2018-01-01 03:55:00,0.0,0.0,2.6000001430511475
常州普利司通,2018-01-01 04:00:00,0.0,0.0,2.6000001430511475
常州普利司通,2018-01-01 04:05:00,0.0,0.0,2.6000001430511475
常州普利司通,2018-01-01 04:10:00,0.0,0.0,2.6000001430511475
常州普利司通,2018-01-01 04:15:00,0.0,0.0,2.6000001430511475
常州普利司通,2018-01-01 04:20:00,0.0,0.0,2.6000001430511475
常州普利司通,2018-01-01 04:25:00,0.0,0.0,2.6000001430511475
常州普利司通,2018-01-01 04:30:00,0.0,0.0,2.700000047683716
常州普利司通,2018-01-01 04:35:00,0.0,0.0,2.6000001430511475
常州普利司通,2018-01-01 04:40:00,0.0,0.0,2.6000001430511475
常州普利司通,2018-01-01 04:45:00,0.0,0.0,2.6000001430511475
常州普利司通,2018-01-01 04:50:00,0.0,0.0,2.6000001430511475
常州普利司通,2018-01-01 04:55:00,0.0,0.0,2.5
常州普利司通,2018-01-01 05:00:00,0.0,0.0,2.5
常州普利司通,2018-01-01 05:05:00,0.0,0.0,2.5
常州普利司通,2018-01-01 05:10:00,0.0,0.0,2.5
常州普利司通,2018-01-01 05:15:00,0.0,0.0,2.4000000953674316
常州普利司通,2018-01-01 05:20:00,0.0,0.0,2.5
常州普利司通,2018-01-01 05:25:00,0.0,0.0,2.5
常州普利司通,2018-01-01 05:30:00,0.0,0.0,2.5
常州普利司通,2018-01-01 05:35:00,0.0,0.0,2.5
常州普利司通,2018-01-01 05:40:00,0.0,0.0,2.5
常州普利司通,2018-01-01 05:45:00,0.0,0.0,2.5
常州普利司通,2018-01-01 05:50:00,0.0,0.0,2.5
常州普利司通,2018-01-01 05:55:00,0.0,0.0,2.5
常州普利司通,2018-01-01 06:00:00,0.0,0.0,2.4000000953674316
常州普利司通,2018-01-01 06:05:00,0.0,0.0,2.4000000953674316
常州普利司通,2018-01-01 06:10:00,0.0,0.0,2.4000000953674316
常州普利司通,2018-01-01 06:15:00,0.0,0.0,2.5
常州普利司通,2018-01-01 06:20:00,0.0,0.0,2.5
常州普利司通,2018-01-01 06:25:00,0.0,0.0,2.4000000953674316
常州普利司通,2018-01-01 06:30:00,0.0,0.0,2.299999952316284
常州普利司通,2018-01-01 06:35:00,0.0,0.0,2.200000047683716
常州普利司通,2018-01-01 06:40:00,0.0,0.0,2.200000047683716
常州普利司通,2018-01-01 06:45:00,0.0,0.0,2.1000001430511475
常州普利司通,2018-01-01 06:50:00,0.0,171.0,2.1000001430511475
常州普利司通,2018-01-01 06:55:00,0.0,0.0,2.1000001430511475
常州普利司通,2018-01-01 07:00:00,0.0,0.0,2.1000001430511475
常州普利司通,2018-01-01 07:05:00,0.0,0.0,2.1000001430511475
常州普利司通,2018-01-01 07:10:00,0.0,0.053700000047683716,2.1000001430511475
常州普利司通,2018-01-01 07:15:00,0.0,15.253199994564056,2.0
常州普利司通,2018-01-01 07:20:00,0.0,17.423599988222122,2.0
常州普利司通,2018-01-01 07:25:00,0.0,205.66580000519753,2.0
常州普利司通,2018-01-01 07:30:00,0.0,227.66580000519753,2.1000001430511475
常州普利司通,2018-01-01 07:35:00,0.0,232.82559990882874,2.1000001430511475
常州普利司通,2018-01-01 07:40:00,0.0,244.496799826622,2.1000001430511475
常州普利司通,2018-01-01 07:45:00,0.0,256.91119998693466,2.1000001430511475
常州普利司通,2018-01-01 07:50:00,0.0,271.2243000268936,2.200000047683716
常州普利司通,2018-01-01 07:55:00,0.0,283.6697999238968,2.299999952316284
常州普利司通,2018-01-01 08:00:00,0.0,302.2362998723984,2.4000000953674316
常州普利司通,2018-01-01 08:05:00,0.0,315.2362998723984,2.5
常州普利司通,2018-01-01 08:10:00,0.0,337.0590000152588,2.6000001430511475
常州普利司通,2018-01-01 08:15:00,8.0,366.52899980545044,2.6000001430511475
常州普利司通,2018-01-01 08:20:00,40.0,398.6108000278473,2.799999952316284
常州普利司通,2018-01-01 08:25:00,44.0,411.07340002059937,2.9000000953674316
常州普利司通,2018-01-01 08:30:00,52.0,431.3433995246887,3.0
常州普利司通,2018-01-01 08:35:00,56.0,438.8809995651245,3.1000001430511475
常州普利司通,2018-01-01 08:40:00,66.0,465.1587998867035,3.299999952316284
常州普利司通,2018-01-01 08:45:00,74.0,483.98319959640503,3.6000001430511475
常州普利司通,2018-01-01 08:50:00,82.0,511.10489892959595,3.700000047683716
常州普利司通,2018-01-01 08:55:00,88.0,525.3773999214172,3.799999952316284
常州普利司通,2018-01-01 09:00:00,90.0,528.6401000022888,4.0
常州普利司通,2018-01-01 09:05:00,104.0,534.1431999206543,4.099999904632568
常州普利司通,2018-01-01 09:10:00,106.0,537.9874000549316,4.300000190734863
常州普利司通,2018-01-01 09:15:00,122.0,572.3764996528625,4.5
常州普利司通,2018-01-01 09:20:00,98.0,510.8923993110657,4.599999904632568
常州普利司通,2018-01-01 09:25:00,96.0,499.742299079895,4.700000286102295
常州普利司通,2018-01-01 09:30:00,132.0,585.6876993179321,4.800000190734863
常州普利司通,2018-01-01 09:35:00,160.0,658.3127999305725,5.0
常州普利司通,2018-01-01 09:40:00,118.0,559.5514998435974,5.300000190734863
常州普利司通,2018-01-01 09:45:00,126.0,575.778199672699,5.400000095367432
常州普利司通,2018-01-01 09:50:00,130.0,584.8934998512268,5.5
常州普利司通,2018-01-01 09:55:00,150.0,623.1201996803284,5.700000286102295
常州普利司通,2018-01-01 10:00:00,166.0,654.6410999298096,5.800000190734863
常州普利司通,2018-01-01 10:05:00,156.0,629.786699295044,6.0
常州普利司通,2018-01-01 10:10:00,174.0,667.4620995521545,6.200000286102295
常州普利司通,2018-01-01 10:15:00,206.0,739.2953996658325,6.5
常州普利司通,2018-01-01 10:20:00,244.0,813.6873998641968,6.700000286102295
常州普利司通,2018-01-01 10:25:00,242.0,805.1247997283936,7.0
常州普利司通,2018-01-01 10:30:00,246.0,792.5646991729736,7.300000190734863
常州普利司通,2018-01-01 10:35:00,260.0,827.1164999008179,7.5
常州普利司通,2018-01-01 10:40:00,264.0,820.322099685669,7.800000190734863
常州普利司通,2018-01-01 10:45:00,260.0,808.5541000366211,7.800000190734863
常州普利司通,2018-01-01 10:50:00,262.0,815.0630989074707,8.100000381469727
常州普利司通,2018-01-01 10:55:00,264.0,821.4363994598389,8.100000381469727
常州普利司通,2018-01-01 11:00:00,270.0,814.6069993972778,8.199999809265137
常州普利司通,2018-01-01 11:05:00,268.0,820.2659997940063,8.5
常州普利司通,2018-01-01 11:10:00,286.0,846.6781997680664,8.40000057220459
常州普利司通,2018-01-01 11:15:00,292.0,846.1243991851807,8.600000381469727
常州普利司通,2018-01-01 11:20:00,290.0,851.4241971969604,8.600000381469727
常州普利司通,2018-01-01 11:25:00,286.0,840.7358989715576,8.699999809265137
常州普利司通,2018-01-01 11:30:00,308.0,865.1553993225098,8.800000190734863
常州普利司通,2018-01-01 11:35:00,308.0,891.0363998413086,9.0
常州普利司通,2018-01-01 11:40:00,298.0,860.0082998275757,9.300000190734863
常州普利司通,2018-01-01 11:45:00,298.0,858.2643985748291,9.199999809265137
常州普利司通,2018-01-01 11:50:00,294.0,847.292498588562,9.199999809265137
常州普利司通,2018-01-01 11:55:00,282.0,830.7993001937866,9.199999809265137
常州普利司通,2018-01-01 12:00:00,282.0,833.7678995132446,9.100000381469727
常州普利司通,2018-01-01 12:05:00,256.0,793.3780002593994,9.40000057220459
常州普利司通,2018-01-01 12:10:00,304.0,850.4349985122681,9.40000057220459
常州普利司通,2018-01-01 12:15:00,288.0,837.3576993942261,9.300000190734863
常州普利司通,2018-01-01 12:20:00,310.0,859.3420991897583,9.5
常州普利司通,2018-01-01 12:25:00,284.0,837.1890993118286,9.800000190734863
常州普利司通,2018-01-01 12:30:00,318.0,886.9776983261108,9.90000057220459
常州普利司通,2018-01-01 12:35:00,306.0,837.5267000198364,9.800000190734863
常州普利司通,2018-01-01 12:40:00,336.0,904.1832990646362,10.300000190734863
常州普利司通,2018-01-01 12:45:00,320.0,878.6910991668701,10.100000381469727
常州普利司通,2018-01-01 12:50:00,324.0,888.9658002853394,10.40000057220459
常州普利司通,2018-01-01 12:55:00,328.0,890.7006988525391,9.90000057220459
常州普利司通,2018-01-01 13:00:00,308.0,858.4906997680664,10.5
常州普利司通,2018-01-01 13:05:00,272.0,794.3600978851318,10.300000190734863
常州普利司通,2018-01-01 13:10:00,290.0,802.7543001174927,10.300000190734863
常州普利司通,2018-01-01 13:15:00,280.0,801.3006000518799,10.40000057220459
常州普利司通,2018-01-01 13:20:00,298.0,823.5730991363525,10.5
常州普利司通,2018-01-01 13:25:00,284.0,784.4418983459473,10.600000381469727
常州普利司通,2018-01-01 13:30:00,270.0,771.4121990203857,10.600000381469727
常州普利司通,2018-01-01 13:35:00,258.0,741.6584987640381,10.600000381469727
常州普利司通,2018-01-01 13:40:00,268.0,752.957498550415,10.5
常州普利司通,2018-01-01 13:45:00,256.0,739.2454986572266,10.5
常州普利司通,2018-01-01 13:50:00,244.0,716.4329996109009,10.600000381469727
常州普利司通,2018-01-01 13:55:00,242.0,706.4778995513916,10.5
常州普利司通,2018-01-01 14:00:00,234.0,691.8337984085083,10.300000190734863
常州普利司通,2018-01-01 14:05:00,228.0,677.4413995742798,10.300000190734863
常州普利司通,2018-01-01 14:10:00,220.0,663.5564985275269,10.699999809265137
常州普利司通,2018-01-01 14:15:00,214.0,648.9586997032166,10.600000381469727
常州普利司通,2018-01-01 14:20:00,202.0,631.5991997718811,10.600000381469727
常州普利司通,2018-01-01 14:25:00,200.0,624.5919985771179,10.600000381469727
常州普利司通,2018-01-01 14:30:00,194.0,613.5176997184753,10.600000381469727
常州普利司通,2018-01-01 14:35:00,188.0,602.0550990104675,10.699999809265137
常州普利司通,2018-01-01 14:40:00,184.0,593.4500999450684,10.600000381469727
常州普利司通,2018-01-01 14:45:00,178.0,580.7493991851807,10.600000381469727
常州普利司通,2018-01-01 14:50:00,168.0,563.1759991645813,10.600000381469727
常州普利司通,2018-01-01 14:55:00,158.0,546.5691995620728,10.800000190734863
常州普利司通,2018-01-01 15:00:00,154.0,541.1074995994568,10.800000190734863
常州普利司通,2018-01-01 15:05:00,140.0,520.6680998802185,10.800000190734863
常州普利司通,2018-01-01 15:10:00,134.0,503.02699995040894,10.5
常州普利司通,2018-01-01 15:15:00,124.0,493.1855001449585,10.5
常州普利司通,2018-01-01 15:20:00,118.0,479.66009998321533,10.5
常州普利司通,2018-01-01 15:25:00,110.0,460.22199964523315,10.5
常州普利司通,2018-01-01 15:30:00,100.0,448.43269968032837,10.5
常州普利司通,2018-01-01 15:35:00,96.0,441.05369997024536,10.40000057220459
常州普利司通,2018-01-01 15:40:00,82.0,416.93959975242615,10.300000190734863
常州普利司通,2018-01-01 15:45:00,72.0,398.93959975242615,10.300000190734863
常州普利司通,2018-01-01 15:50:00,60.0,381.1771996021271,10.100000381469727
常州普利司通,2018-01-01 15:55:00,46.0,358.7144994735718,10.0
常州普利司通,2018-01-01 16:00:00,44.0,347.57879972457886,9.90000057220459
常州普利司通,2018-01-01 16:05:00,38.0,325.57879972457886,9.90000057220459
常州普利司通,2018-01-01 16:10:00,0.0,313.6158995628357,9.800000190734863
常州普利司通,2018-01-01 16:15:00,0.0,298.1402997970581,9.600000381469727
常州普利司通,2018-01-01 16:20:00,0.0,267.02519994974136,9.5
常州普利司通,2018-01-01 16:25:00,0.0,277.3011997938156,9.5
常州普利司通,2018-01-01 16:30:00,0.0,261.93139988183975,9.300000190734863
常州普利司通,2018-01-01 16:35:00,0.0,249.49470001459122,9.300000190734863
常州普利司通,2018-01-01 16:40:00,0.0,244.1865999698639,9.199999809265137
常州普利司通,2018-01-01 16:45:00,0.0,230.89799997210503,9.100000381469727
常州普利司通,2018-01-01 16:50:00,0.0,217.50479997694492,9.0
常州普利司通,2018-01-01 16:55:00,0.0,188.1427999958396,9.0
常州普利司通,2018-01-01 17:00:00,0.0,186.0,8.699999809265137
常州普利司通,2018-01-01 17:05:00,0.0,182.0,8.600000381469727
常州普利司通,2018-01-01 17:10:00,0.0,0.0,8.5
常州普利司通,2018-01-01 17:15:00,0.0,0.0,8.40000057220459
常州普利司通,2018-01-01 17:20:00,0.0,0.0,8.300000190734863
常州普利司通,2018-01-01 17:25:00,0.0,0.0,8.300000190734863
常州普利司通,2018-01-01 17:30:00,0.0,0.0,8.199999809265137
常州普利司通,2018-01-01 17:35:00,0.0,0.0,8.100000381469727
常州普利司通,2018-01-01 17:40:00,0.0,0.0,8.0
常州普利司通,2018-01-01 17:45:00,0.0,0.0,7.900000095367432
常州普利司通,2018-01-01 17:50:00,0.0,0.0,7.800000190734863
常州普利司通,2018-01-01 17:55:00,0.0,0.0,7.800000190734863
常州普利司通,2018-01-01 18:00:00,0.0,0.0,7.800000190734863
常州普利司通,2018-01-01 18:05:00,0.0,0.0,7.800000190734863
常州普利司通,2018-01-01 18:10:00,0.0,0.0,7.800000190734863
常州普利司通,2018-01-01 18:15:00,0.0,0.0,7.900000095367432
常州普利司通,2018-01-01 18:20:00,0.0,0.0,8.0
常州普利司通,2018-01-01 18:25:00,0.0,0.0,8.100000381469727
常州普利司通,2018-01-01 18:30:00,0.0,0.0,8.100000381469727
常州普利司通,2018-01-01 18:35:00,0.0,0.0,8.0
常州普利司通,2018-01-01 18:40:00,0.0,0.0,8.0
常州普利司通,2018-01-01 18:45:00,0.0,0.0,8.0
常州普利司通,2018-01-01 18:50:00,0.0,0.0,7.800000190734863
常州普利司通,2018-01-01 18:55:00,0.0,0.0,7.700000286102295
常州普利司通,2018-01-01 19:00:00,0.0,0.0,7.599999904632568
常州普利司通,2018-01-01 19:05:00,0.0,0.0,7.700000286102295
常州普利司通,2018-01-01 19:10:00,0.0,0.0,7.700000286102295
常州普利司通,2018-01-01 19:15:00,0.0,0.0,7.700000286102295
常州普利司通,2018-01-01 19:20:00,0.0,0.0,7.599999904632568
常州普利司通,2018-01-01 19:25:00,0.0,0.0,7.5
常州普利司通,2018-01-01 19:30:00,0.0,0.0,7.5
常州普利司通,2018-01-01 19:35:00,0.0,0.0,7.599999904632568
常州普利司通,2018-01-01 19:40:00,0.0,0.0,7.599999904632568
常州普利司通,2018-01-01 19:45:00,0.0,0.0,7.700000286102295
常州普利司通,2018-01-01 19:50:00,0.0,0.0,7.700000286102295
常州普利司通,2018-01-01 19:55:00,0.0,0.0,7.700000286102295
常州普利司通,2018-01-01 20:00:00,0.0,0.0,7.599999904632568
常州普利司通,2018-01-01 20:05:00,0.0,0.0,7.599999904632568
常州普利司通,2018-01-01 20:10:00,0.0,0.0,7.599999904632568
常州普利司通,2018-01-01 20:15:00,0.0,0.0,7.700000286102295
常州普利司通,2018-01-01 20:20:00,0.0,0.0,7.700000286102295
常州普利司通,2018-01-01 20:25:00,0.0,0.0,7.599999904632568
常州普利司通,2018-01-01 20:30:00,0.0,0.0,7.5
常州普利司通,2018-01-01 20:35:00,0.0,0.0,7.599999904632568
常州普利司通,2018-01-01 20:40:00,0.0,0.0,7.599999904632568
常州普利司通,2018-01-01 20:45:00,0.0,0.0,7.700000286102295
常州普利司通,2018-01-01 20:50:00,0.0,0.0,7.800000190734863
常州普利司通,2018-01-01 20:55:00,0.0,0.0,7.700000286102295
常州普利司通,2018-01-01 21:00:00,0.0,0.0,7.800000190734863
常州普利司通,2018-01-01 21:05:00,0.0,0.0,7.700000286102295
常州普利司通,2018-01-01 21:10:00,0.0,0.0,7.700000286102295
常州普利司通,2018-01-01 21:15:00,0.0,0.0,7.599999904632568
常州普利司通,2018-01-01 21:20:00,0.0,0.0,7.599999904632568
常州普利司通,2018-01-01 21:25:00,0.0,0.0,7.599999904632568
常州普利司通,2018-01-01 21:30:00,0.0,0.0,7.5
常州普利司通,2018-01-01 21:35:00,0.0,0.0,7.5
常州普利司通,2018-01-01 21:40:00,0.0,0.0,7.5
常州普利司通,2018-01-01 21:45:00,0.0,0.0,7.400000095367432
常州普利司通,2018-01-01 21:50:00,0.0,0.0,7.300000190734863
常州普利司通,2018-01-01 21:55:00,0.0,0.0,7.300000190734863
常州普利司通,2018-01-01 22:00:00,0.0,0.0,7.300000190734863
常州普利司通,2018-01-01 22:05:00,0.0,0.0,7.300000190734863
常州普利司通,2018-01-01 22:10:00,0.0,0.0,7.300000190734863
常州普利司通,2018-01-01 22:15:00,0.0,0.0,7.300000190734863
常州普利司通,2018-01-01 22:20:00,0.0,0.0,7.300000190734863
常州普利司通,2018-01-01 22:25:00,0.0,0.0,7.300000190734863
常州普利司通,2018-01-01 22:30:00,0.0,0.0,7.200000286102295
常州普利司通,2018-01-01 22:35:00,0.0,0.0,7.200000286102295
常州普利司通,2018-01-01 22:40:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-01 22:45:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-01 22:50:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-01 22:55:00,0.0,0.0,7.0
常州普利司通,2018-01-01 23:00:00,0.0,0.0,7.0
常州普利司通,2018-01-01 23:05:00,0.0,0.0,7.0
常州普利司通,2018-01-01 23:10:00,0.0,0.0,7.0
常州普利司通,2018-01-01 23:15:00,0.0,0.0,7.0
常州普利司通,2018-01-01 23:20:00,0.0,0.0,7.0
常州普利司通,2018-01-01 23:25:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-01 23:30:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-01 23:35:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-01 23:40:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-01 23:45:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-01 23:50:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-01 23:55:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 00:00:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 00:05:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 00:10:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 00:15:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 00:20:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 00:25:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 00:30:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 00:35:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 00:40:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 00:45:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 00:50:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 00:55:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 01:00:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 01:05:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 01:10:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 01:15:00,0.0,0.0,7.200000286102295
常州普利司通,2018-01-02 01:20:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 01:25:00,0.0,0.0,7.200000286102295
常州普利司通,2018-01-02 01:30:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 01:35:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 01:40:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 01:45:00,0.0,0.0,7.200000286102295
常州普利司通,2018-01-02 01:50:00,0.0,0.0,7.200000286102295
常州普利司通,2018-01-02 01:55:00,0.0,0.0,7.300000190734863
常州普利司通,2018-01-02 02:00:00,0.0,0.0,7.200000286102295
常州普利司通,2018-01-02 02:05:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 02:10:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 02:15:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 02:20:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 02:25:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 02:30:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 02:35:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 02:40:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 02:45:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 02:50:00,0.0,0.0,7.0
常州普利司通,2018-01-02 02:55:00,0.0,0.0,7.0
常州普利司通,2018-01-02 03:00:00,0.0,0.0,7.0
常州普利司通,2018-01-02 03:05:00,0.0,0.0,7.0
常州普利司通,2018-01-02 03:10:00,0.0,0.0,7.0
常州普利司通,2018-01-02 03:15:00,0.0,0.0,7.0
常州普利司通,2018-01-02 03:20:00,0.0,0.0,7.0
常州普利司通,2018-01-02 03:25:00,0.0,0.0,7.0
常州普利司通,2018-01-02 03:30:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 03:35:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 03:40:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 03:45:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 03:50:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-02 03:55:00,0.0,0.0,7.200000286102295
常州普利司通,2018-01-02 04:00:00,0.0,0.0,7.300000190734863
常州普利司通,2018-01-02 04:05:00,0.0,0.0,7.300000190734863
常州普利司通,2018-01-02 04:10:00,0.0,0.0,7.300000190734863
常州普利司通,2018-01-02 04:15:00,0.0,0.0,7.400000095367432
常州普利司通,2018-01-02 04:20:00,0.0,0.0,7.300000190734863
常州普利司通,2018-01-02 04:25:00,0.0,0.0,7.300000190734863
常州普利司通,2018-01-02 04:30:00,0.0,0.0,7.5
常州普利司通,2018-01-02 04:35:00,0.0,0.0,7.800000190734863
常州普利司通,2018-01-02 04:40:00,0.0,0.0,7.900000095367432
常州普利司通,2018-01-02 04:45:00,0.0,0.0,8.0
常州普利司通,2018-01-02 04:50:00,0.0,0.0,7.900000095367432
常州普利司通,2018-01-02 04:55:00,0.0,0.0,7.900000095367432
常州普利司通,2018-01-02 05:00:00,0.0,0.0,8.0
常州普利司通,2018-01-02 05:05:00,0.0,0.0,8.100000381469727
常州普利司通,2018-01-02 05:10:00,0.0,0.0,8.100000381469727
常州普利司通,2018-01-02 05:15:00,0.0,0.0,8.300000190734863
常州普利司通,2018-01-02 05:20:00,0.0,0.0,8.199999809265137
常州普利司通,2018-01-02 05:25:00,0.0,0.0,8.199999809265137
常州普利司通,2018-01-02 05:30:00,0.0,0.0,8.199999809265137
常州普利司通,2018-01-02 05:35:00,0.0,0.0,8.100000381469727
常州普利司通,2018-01-02 05:40:00,0.0,0.0,8.100000381469727
常州普利司通,2018-01-02 05:45:00,0.0,0.0,8.0
常州普利司通,2018-01-02 05:50:00,0.0,0.0,8.0
常州普利司通,2018-01-02 05:55:00,0.0,0.0,8.0
常州普利司通,2018-01-02 06:00:00,0.0,0.0,7.900000095367432
常州普利司通,2018-01-02 06:05:00,0.0,0.0,8.0
常州普利司通,2018-01-02 06:10:00,0.0,0.0,7.900000095367432
常州普利司通,2018-01-02 06:15:00,0.0,0.0,7.900000095367432
常州普利司通,2018-01-02 06:20:00,0.0,0.0,7.900000095367432
常州普利司通,2018-01-02 06:25:00,0.0,0.0,7.800000190734863
常州普利司通,2018-01-02 06:30:00,0.0,0.0,7.800000190734863
常州普利司通,2018-01-02 06:35:00,0.0,0.0,7.800000190734863
常州普利司通,2018-01-02 06:40:00,0.0,0.0,7.800000190734863
常州普利司通,2018-01-02 06:45:00,0.0,0.0,7.800000190734863
常州普利司通,2018-01-02 06:50:00,0.0,0.0,7.800000190734863
常州普利司通,2018-01-02 06:55:00,0.0,0.0,7.800000190734863
常州普利司通,2018-01-02 07:00:00,0.0,0.0,7.800000190734863
常州普利司通,2018-01-02 07:05:00,0.0,0.0,7.800000190734863
常州普利司通,2018-01-02 07:10:00,0.0,0.0,7.800000190734863
常州普利司通,2018-01-02 07:15:00,0.0,0.0,7.800000190734863
常州普利司通,2018-01-02 07:20:00,0.0,0.008100000210106373,7.800000190734863
常州普利司通,2018-01-02 07:25:00,0.0,15.0,7.800000190734863
常州普利司通,2018-01-02 07:30:00,0.0,17.272699996829033,7.900000095367432
常州普利司通,2018-01-02 07:35:00,0.0,196.4409999847412,7.900000095367432
常州普利司通,2018-01-02 07:40:00,0.0,220.522199973464,8.0
常州普利司通,2018-01-02 07:45:00,0.0,222.81479993462563,8.0
常州普利司通,2018-01-02 07:50:00,0.0,227.924899995327,8.100000381469727
